time,1,2,3,4,5,6,7
2092,99,175,210,137,99,74,101
2093,244,61,99,75,50,64,87
2094,65,73,13,91,9,47,42
2095,141,139,123,174,134,164,161
2096,189,206,154,31,158,50,181
2097,108,181,176,143,49,30,101
2098,142,127,70,114,144,110,203
2099,238,203,160,137,209,90,120
2100,195,171,141,99,69,236,3
2101,138,8,12,199,35,84,18
2102,245,31,215,76,248,67,158
2103,109,158,142,94,182,46,222
2104,147,9,229,22,135,63,254
2105,94,37,244,164,102,117,126
2106,70,230,170,39,76,135,70
2107,230,243,122,122,217,99,177
2108,180,188,170,54,37,180,145
2109,51,151,36,110,224,174,160
2110,115,108,217,127,210,151,196
2111,228,135,85,244,89,36,53
2112,252,189,212,91,149,92,121
2113,214,92,126,5,87,78,2
2114,240,206,83,205,61,84,21
2115,7,106,195,113,182,254,153
2116,169,200,192,93,157,73,231
2117,102,12,167,79,174,78,246
2118,58,131,91,254,136,105,148
2119,199,147,226,96,118,98,85
2120,190,74,168,86,110,18,134
2121,254,37,218,185,149,201,97
2122,91,99,39,115,85,7,26
2123,60,9,212,92,33,48,204
2124,62,204,138,212,253,80,29
2125,134,34,100,41,22,15,79
2126,117,190,205,209,225,168,68
2127,136,52,235,83,56,82,150
2128,125,223,243,44,132,138,64
2129,134,91,130,135,50,201,107
2130,108,89,138,173,46,78,194
2131,203,23,36,163,75,76,60
2132,154,151,248,171,244,221,133
2133,225,81,9,93,89,18,238
2134,157,82,249,237,31,122,58
2135,56,17,239,109,45,198,99
2136,240,67,189,160,129,6,88
2137,52,139,69,63,191,147,135
2138,127,51,125,221,125,172,186
2139,168,210,55,87,98,117,200
2140,124,57,167,108,101,7,41
2141,176,249,24,137,154,251,99
2142,29,45,61,229,100,62,36
2143,249,56,137,144,204,92,213
2144,124,61,73,84,112,132,241
2145,230,68,10,253,7,26,38
2146,73,90,18,101,165,170,126
2147,81,215,31,83,98,155,11
2148,72,230,91,25,164,251,199
2149,109,162,186,52,61,129,131
2150,78,224,47,187,76,40,69
2151,76,177,180,86,40,94,181
2152,237,90,120,152,10,239,149
2153,7,69,163,138,124,197,149
2154,190,136,227,225,65,155,194
2155,244,167,106,188,85,91,59
2156,221,61,191,44,57,58,132
2157,34,97,221,69,158,189,240
2158,236,201,193,125,143,158,53
2159,226,173,6,123,139,1,107
2160,22,232,26,130,169,75,73
2161,136,119,97,74,72,89,151
2162,217,169,7,248,55,29,146
2163,149,156,202,134,122,228,193
2164,169,37,27,169,176,150,61
2165,85,230,76,247,206,28,136
2166,67,52,99,8,140,104,234
2167,155,83,137,110,148,31,65
2168,119,106,250,148,112,207,89
2169,208,64,168,233,50,42,108
2170,94,119,199,169,6,97,113
2171,122,72,192,67,193,255,242
2172,246,50,202,134,182,165,204
2173,178,134,69,118,70,223,27
2174,41,89,18,249,53,118,76
2175,96,222,5,97,205,160,72
2176,45,136,120,147,27,121,142
2177,49,115,43,75,84,224,73
2178,215,144,17,178,241,7,85
2179,121,107,140,112,204,68,198
2180,153,31,193,146,238,228,47
2181,60,215,239,104,222,33,112
2182,236,121,179,42,243,14,17
2183,188,182,158,152,115,199,249
2184,7,10,37,51,182,152,192
2185,71,204,176,118,7,202,147
2186,232,156,210,107,123,132,57
2187,159,217,182,74,32,0,215
2188,112,144,10,67,152,142,184
2189,130,4,208,79,96,62,59
2190,130,103,15,189,103,212,169
2191,101,244,108,63,213,68,136
2192,128,147,203,110,105,236,4
2193,145,251,21,128,59,120,16
2194,49,204,221,67,64,231,160
2195,157,27,221,57,192,138,216
2196,129,89,173,74,157,23,3
2197,84,0,147,165,168,2,113
2198,136,195,209,60,124,255,60
2199,181,244,79,41,52,248,204
2200,247,192,131,230,201,113,174
2201,72,104,154,221,133,232,85
2202,171,222,134,106,118,170,178
2203,64,46,163,106,133,247,108
2204,53,126,100,152,128,118,216
2205,62,83,176,129,226,84,97
2206,85,220,191,17,23,101,40
2207,234,98,99,236,61,101,205
2208,100,217,85,170,137,230,251
2209,183,230,218,142,203,67,14
2210,188,201,159,186,150,209,138
2211,51,137,208,10,117,248,230
2212,224,17,243,135,169,180,148
2213,213,244,245,141,218,132,242
2214,69,47,112,133,72,78,236
2215,5,163,247,188,171,230,175
2216,204,110,242,222,56,194,102
2217,253,15,248,19,252,231,82
2218,194,122,228,236,203,210,36
2219,54,247,201,30,196,107,174
2220,240,3,254,161,142,81,177
2221,48,15,5,80,139,35,113
2222,159,223,13,143,16,88,223
2223,124,232,113,63,223,12,85
2224,167,83,57,169,97,117,59
2225,42,243,38,162,128,104,168
2226,86,137,42,232,96,154,42
2227,42,238,45,146,19,164,160
2228,69,132,11,211,70,125,181
2229,182,120,43,16,142,54,100
2230,51,233,111,246,40,236,201
2231,110,82,232,40,113,0,123
2232,98,92,209,113,27,171,255
2233,185,132,68,81,160,54,26
2234,181,87,145,200,26,2,147
2235,200,49,47,194,221,28,246
2236,148,13,31,58,177,14,233
2237,95,147,114,176,78,202,184
2238,207,40,229,14,189,21,108
2239,224,90,84,76,136,28,67
2240,69,138,27,110,115,12,17
2241,35,133,91,8,203,28,221
2242,109,166,53,214,209,162,160
2243,152,158,90,230,157,134,164
2244,173,136,208,66,100,133,49
2245,121,164,235,167,82,197,187
2246,244,165,190,104,126,118,18
2247,244,79,228,136,244,203,217
2248,168,5,2,248,92,243,161
2249,171,195,246,225,163,126,160
2250,239,117,253,133,56,63,43
2251,233,187,187,183,85,231,199
2252,67,22,121,176,185,253,2
2253,119,109,170,190,253,223,253
2254,74,246,204,232,40,148,146
2255,238,155,237,244,146,111,207
2256,203,170,119,103,156,124,114
2257,41,107,243,28,160,245,57
2258,120,217,24,178,91,90,167
2259,7,137,189,137,57,127,104
2260,209,234,122,71,225,16,184
2261,237,59,74,129,88,54,92
2262,32,91,79,14,255,130,188
2263,232,112,96,20,202,86,146
2264,19,63,9,194,34,156,217
2265,195,36,225,44,85,74,95
2266,110,62,205,8,14,149,43
2267,93,136,63,61,207,65,199
2268,160,45,11,12,133,210,3
2269,226,167,225,50,152,242,251
2270,74,186,224,62,154,117,147
2271,237,144,120,44,23,194,204
2272,82,119,251,153,179,135,110
2273,58,85,168,226,100,21,66
2274,242,83,197,105,136,237,158
2275,2,174,14,221,147,118,126
2276,64,172,145,147,121,164,189
2277,65,65,210,57,216,218,74
2278,23,8,202,101,28,5,159
2279,143,92,214,186,104,132,196
2280,155,26,74,42,111,114,132
2281,248,66,6,184,47,98,240
2282,130,21,126,202,40,69,54
2283,91,195,3,7,39,10,106
2284,147,221,68,200,242,68,75
2285,196,235,231,21,21,66,149
2286,89,64,113,254,50,132,151
2287,235,212,184,239,72,240,194
2288,14,125,232,174,118,81,58
2289,200,178,13,130,159,106,130
2290,144,118,43,128,218,174,243
2291,1,12,164,169,214,63,48
2292,140,51,73,66,121,243,114
2293,124,46,109,44,24,1,57
2294,103,78,39,150,241,85,168
2295,230,225,104,213,36,237,101
2296,11,40,116,64,58,91,183
2297,92,32,22,195,184,106,94
2298,250,90,192,49,242,55,192
2299,238,96,181,234,193,235,139
2300,191,2,18,121,180,44,228
2301,52,178,251,114,166,96,76
2302,225,36,104,194,177,193,72
2303,243,49,60,8,240,55,142
2304,105,208,72,10,95,45,74
2305,220,12,7,33,123,75,84
2306,187,242,132,4,160,97,198
2307,24,74,71,32,156,138,47
2308,255,16,253,62,143,130,111
2309,123,100,222,216,44,12,18
2310,80,57,41,87,244,234,247
2311,228,33,179,232,177,39,195
2312,44,249,245,167,228,40,142
2313,202,164,107,19,119,152,61
2314,236,88,238,87,190,62,203
2315,144,167,142,233,12,176,172
2316,134,209,157,84,145,133,90
2317,29,181,249,36,120,16,180
2318,175,89,216,123,10,162,104
2319,181,128,166,129,9,72,209
2320,138,153,193,110,204,14,110
2321,58,103,146,121,102,90,20
2322,86,105,198,111,144,146,243
2323,111,57,215,1,135,26,201
2324,145,202,14,192,142,6,129
2325,238,197,100,24,53,227,70
2326,36,236,20,253,14,89,176
2327,131,206,239,16,57,151,144
2328,185,194,234,135,121,140,163
2329,231,220,14,88,64,20,197
2330,233,164,168,236,207,158,51
2331,197,120,197,177,204,176,118
2332,64,41,28,80,93,151,6
2333,10,151,162,214,237,93,13
2334,75,202,242,71,193,74,165
2335,49,22,61,215,55,33,207
2336,173,218,159,193,45,12,11
2337,212,230,1,34,46,213,90
2338,111,55,9,101,62,145,44
2339,228,225,128,227,160,33,252
2340,141,192,94,3,114,104,220
2341,221,204,127,249,55,57,219
2342,40,103,141,226,126,94,127
2343,79,5,72,202,7,127,9
2344,107,231,209,119,51,24,197
2345,91,229,232,111,110,226,137
2346,18,37,2,243,132,167,64
2347,128,42,217,36,119,104,194
2348,171,219,25,178,196,153,163
2349,151,98,78,146,195,75,114
2350,11,57,190,156,74,169,186
2351,63,102,47,42,26,36,84
2352,140,85,137,14,155,221,174
2353,59,94,92,148,143,192,169
2354,3,180,188,217,93,112,178
2355,201,243,5,255,98,167,163
2356,233,231,11,171,173,188,188
2357,57,127,162,74,25,243,145
2358,166,28,139,28,199,64,218
2359,93,46,209,133,17,37,94
2360,239,83,198,126,36,94,45
2361,9,144,251,85,120,207,195
2362,129,155,48,0,145,61,8
2363,213,170,82,119,185,174,241
2364,29,80,188,203,98,9,152
2365,245,246,233,84,96,209,190
2366,113,199,231,171,203,184,89
2367,124,9,178,79,195,87,108
2368,238,7,30,210,247,45,113
2369,143,166,185,153,70,128,243
2370,164,5,241,100,172,168,204
2371,81,115,65,43,247,213,27
2372,130,130,48,208,116,101,76
2373,212,119,155,213,92,186,72
2374,10,204,227,1,119,70,142
2375,141,234,157,64,51,28,74
2376,151,157,91,53,125,117,84
2377,16,37,243,173,56,91,198
2378,2,108,39,204,172,158,47
2379,254,149,190,136,244,165,111
2380,22,106,104,180,237,211,17
2381,239,134,255,98,213,84,248
2382,105,139,32,79,75,150,194
2383,48,5,244,32,19,105,143
2384,101,212,120,102,201,177,60
2385,17,33,206,199,91,216,205
2386,187,126,165,196,158,85,175
2387,56,173,129,36,173,145,83
2388,8,32,20,194,44,241,177
2389,85,238,228,173,97,53,111
2390,136,62,237,116,2,42,220
2391,74,0,225,30,130,188,90
2392,99,203,186,25,139,170,50
2393,106,96,252,44,118,140,185
2394,118,91,35,158,134,68,21
2395,17,57,84,127,188,53,211
2396,86,11,168,255,210,128,164
2397,9,205,90,197,149,168,152
2398,17,124,172,172,124,247,30
2399,177,130,172,138,254,113,223
2400,28,10,130,31,90,54,228
2401,101,192,226,199,140,92,68
2402,86,152,160,65,229,194,109
2403,250,1,214,135,43,33,62
2404,64,241,50,116,199,183,10
2405,121,143,51,19,63,233,235
2406,105,85,112,176,204,134,154
2407,218,40,145,172,9,56,183
2408,68,220,173,92,51,59,78
2409,103,162,100,192,255,87,131
2410,245,155,135,49,119,236,86
2411,62,245,43,9,182,246,52
2412,245,194,228,157,27,68,202
2413,19,36,167,254,0,91,35
2414,246,140,15,111,228,224,89
2415,24,1,94,110,23,255,51
2416,205,179,79,179,221,246,182
2417,199,96,172,186,188,132,24
2418,125,2,100,221,211,142,203
2419,65,4,181,216,195,94,167
2420,64,74,108,102,223,215,143
2421,17,232,70,132,255,4,17
2422,147,182,130,44,43,218,249
2423,104,166,225,107,243,126,192
2424,20,94,13,224,165,2,148
2425,173,39,255,210,42,91,57
2426,112,185,128,219,15,119,215
2427,105,54,101,198,94,5,185
2428,33,67,40,30,14,4,58
2429,83,193,213,85,83,100,169
2430,179,5,34,194,50,158,137
2431,28,180,242,65,228,21,7
2432,151,70,150,106,74,114,12
2433,251,186,109,162,50,151,166
2434,93,112,74,170,136,86,204
2435,12,130,167,245,91,96,13
2436,110,185,210,67,160,81,84
2437,6,119,222,218,151,146,39
2438,190,95,126,106,17,95,10
2439,67,70,137,65,16,127,233
2440,211,186,178,36,23,151,183
2441,152,32,180,69,203,95,107
2442,104,227,222,5,215,56,69
2443,81,13,79,82,150,183,19
2444,151,167,102,67,90,218,214
2445,242,212,124,21,227,25,163
2446,59,116,233,70,219,246,156
2447,107,184,0,132,101,186,37
2448,95,250,187,25,103,132,210
2449,55,253,161,148,27,61,245
2450,120,93,20,85,181,148,29
2451,24,141,7,53,223,32,131
2452,149,166,153,50,183,47,254
2453,163,107,143,119,11,123,181
2454,6,35,243,184,24,28,172
2455,5,74,9,146,197,61,39
2456,164,19,174,124,124,80,11
2457,228,23,193,108,165,89,234
2458,173,133,45,214,61,65,181
2459,179,135,181,107,209,251,105
2460,237,123,156,220,71,89,73
2461,234,168,143,196,87,233,24
2462,101,184,185,88,175,161,202
2463,12,78,26,248,198,181,167
2464,93,0,13,152,19,204,142
2465,100,123,35,77,234,90,15
2466,222,211,156,243,225,250,252
2467,246,79,61,94,151,46,188
2468,173,49,208,75,121,121,157
2469,128,203,107,167,7,94,50
2470,161,165,251,84,4,138,235
2471,136,119,122,176,13,178,204
2472,1,29,198,245,157,151,5
2473,59,205,70,173,125,40,148
2474,215,218,9,195,231,161,202
2475,106,18,9,173,56,97,107
2476,182,102,143,196,33,136,72
2477,101,19,208,161,231,39,152
2478,223,167,161,154,193,6,144
2479,8,205,238,238,93,121,193
2480,57,172,189,182,103,229,62
2481,127,23,38,138,100,98,138
2482,7,182,3,215,99,177,230
2483,77,137,52,201,236,214,71
2484,97,177,76,239,32,169,79
2485,187,170,38,75,215,126,128
2486,52,202,104,85,21,58,90
2487,21,211,29,179,230,203,44
2488,103,22,175,167,190,252,202
2489,100,149,26,192,11,23,33
2490,245,172,161,235,211,211,85
2491,235,116,29,191,158,66,58
2492,121,87,30,160,161,192,170
2493,58,122,187,188,101,183,39
2494,221,118,68,235,235,135,167
2495,208,15,240,17,101,114,179
2496,11,118,27,115,8,140,106
2497,89,23,222,204,12,117,212
2498,238,251,202,130,3,113,104
2499,15,31,26,8,234,59,29
2500,25,203,189,204,185,190,226
2501,102,79,222,169,115,209,223
2502,88,182,87,168,241,72,78
2503,205,82,231,197,112,219,103
2504,124,116,88,245,29,167,79
2505,63,25,10,77,126,201,32
2506,208,0,36,39,65,2,184
2507,176,161,182,188,217,54,174
2508,36,19,48,42,54,189,122
2509,246,143,105,0,22,15,239
2510,103,71,101,180,133,174,56
2511,202,101,238,164,175,115,102
2512,17,150,147,19,23,149,82
2513,90,78,82,187,102,115,141
2514,205,47,93,101,2,159,171
2515,158,70,18,4,89,94,198
2516,177,82,51,12,225,148,47
2517,47,71,88,219,172,148,111
2518,9,220,101,148,99,239,17
2519,148,239,218,3,37,33,248
2520,35,182,246,123,73,221,194
2521,54,65,116,61,195,204,142
2522,66,128,152,112,126,34,61
2523,245,126,157,75,49,147,204
2524,92,247,80,53,1,11,174
2525,188,48,119,23,145,246,86
2526,41,195,191,49,48,253,178
2527,17,110,212,7,59,247,107
2528,123,16,134,94,150,206,214
2529,191,217,226,159,54,70,100
2530,19,191,237,98,96,201,35
2531,227,113,92,69,229,60,214
2532,110,133,156,8,151,94,240
2533,92,96,225,55,144,185,40
2534,38,131,79,223,62,68,125
2535,177,231,17,70,130,207,15
2536,129,236,60,170,28,182,205
2537,219,200,129,235,216,206,118
2538,71,212,12,136,143,230,77
2539,38,140,232,214,166,241,155
2540,185,236,78,136,162,103,122
2541,22,253,210,215,86,52,220
2542,195,21,218,146,126,164,203
2543,170,44,88,88,236,7,31
2544,145,117,82,200,46,35,82
2545,88,231,45,119,164,240,63
2546,70,200,152,181,47,158,159
2547,138,21,216,213,183,86,53
2548,230,223,3,105,90,226,134
2549,236,249,142,20,127,93,188
2550,132,217,211,87,220,213,78
2551,239,86,220,177,209,212,165
2552,135,151,234,249,84,17,185
2553,6,150,203,117,160,71,152
2554,179,89,155,246,186,195,207
2555,96,51,195,12,220,187,112
2556,29,92,106,19,2,26,16
2557,104,203,229,73,238,147,251
2558,233,180,241,75,57,30,190
2559,95,177,183,219,46,59,153
2560,126,115,99,57,83,133,53
2561,200,26,182,67,3,126,226
2562,80,75,15,231,53,235,195
2563,48,146,117,31,137,16,29
2564,247,85,194,201,127,71,158
2565,125,96,5,43,163,190,171
2566,100,123,155,255,223,174,60
2567,154,218,166,101,132,2,166
2568,244,164,184,171,202,139,45
2569,236,91,150,14,209,153,153
2570,163,176,187,45,222,124,183
2571,2,175,50,221,56,2,94
2572,74,67,79,150,104,136,191
2573,233,8,190,124,42,28,141
2574,75,186,41,143,15,57,226
2575,144,151,127,100,254,226,79
2576,180,246,170,128,111,100,67
2577,6,204,22,246,81,210,152
2578,197,126,11,82,36,139,61
2579,33,251,120,148,38,15,115
2580,25,236,190,195,94,215,192
2581,3,229,187,65,122,223,64
2582,225,30,171,185,55,208,141
2583,129,23,115,31,57,17,225
2584,141,182,158,202,17,246,81
2585,204,210,183,163,236,53,64
2586,14,67,244,160,254,21,159
2587,203,164,124,102,231,251,53
2588,80,229,126,197,88,84,133
2589,174,14,114,49,237,189,188
2590,55,239,146,23,107,169,77
2591,169,193,185,46,121,211,163
2592,191,248,202,105,119,114,188
2593,151,241,117,107,90,115,146
2594,153,174,206,229,242,108,217
2595,182,90,210,20,89,158,95
2596,59,75,81,188,254,17,43
2597,236,144,172,94,135,62,200
2598,31,36,247,188,141,141,2
2599,188,165,115,49,243,227,254
2600,230,201,65,61,176,28,146
2601,114,77,84,206,177,218,208
2602,160,162,181,184,213,147,116
2603,212,65,32,34,191,167,53
2604,95,202,38,24,177,196,171
2605,45,123,225,66,17,239,92
2606,155,159,148,60,187,199,180
2607,27,199,119,190,192,105,102
2608,101,45,164,148,253,150,205
2609,3,181,121,197,55,144,116
2610,222,253,88,87,179,254,9
2611,191,158,246,6,231,4,7
2612,194,14,110,142,103,55,174
2613,248,164,37,248,242,225,187
2614,226,12,158,188,51,209,26
2615,42,118,19,164,91,136,46
2616,156,226,41,91,53,22,9
2617,43,110,120,12,71,79,96
2618,158,53,149,235,40,181,48
2619,151,193,117,64,14,75,240
2620,237,98,147,129,147,63,209
2621,133,61,37,104,135,92,249
2622,13,121,19,65,103,125,142
2623,103,122,91,102,167,217,219
2624,238,239,202,70,101,169,132
2625,75,199,207,80,56,71,20
2626,9,94,195,189,7,223,204
2627,44,100,162,220,247,30,5
2628,239,181,124,193,219,241,147
2629,51,170,138,150,31,72,203
2630,92,196,221,13,199,87,108
2631,38,122,213,25,245,143,70
2632,119,85,50,138,111,59,154
2633,98,17,72,42,123,166,138
2634,245,103,159,171,68,92,192
2635,72,43,124,135,235,95,66
2636,31,91,119,117,219,105,144
2637,16,145,236,72,139,201,220
2638,77,88,52,189,155,159,89
2639,124,120,157,56,66,100,52
2640,36,255,41,202,42,50,182
2641,12,161,45,237,144,123,25
2642,187,161,192,33,227,72,201
2643,46,101,135,5,149,51,168
2644,254,249,201,84,203,72,141
2645,70,174,237,122,211,241,12
2646,130,237,255,204,69,128,1
2647,254,71,82,246,76,234,181
2648,232,3,237,137,192,41,171
2649,130,68,19,232,0,249,39
2650,224,223,76,70,133,59,9
2651,171,232,56,134,139,118,232
2652,100,210,131,198,32,106,186
2653,5,231,28,225,240,10,109
2654,157,156,25,177,0,68,64
2655,66,158,67,26,19,112,13
2656,83,224,87,161,222,143,229
2657,59,141,243,78,57,50,157
2658,209,118,125,207,23,15,175
2659,65,72,106,218,183,198,65
2660,123,200,8,9,119,1,156
2661,45,204,89,100,187,181,57
2662,34,121,162,233,97,86,124
2663,147,132,35,211,184,213,190
2664,123,208,150,110,223,34,71
2665,110,44,4,132,129,161,152
2666,253,114,233,119,68,46,207
2667,91,236,203,34,67,195,113
2668,195,155,71,29,165,118,14
2669,18,101,229,203,84,167,254
2670,29,40,151,8,207,221,185
2671,225,0,78,9,106,138,162
2672,153,164,133,196,71,143,46
2673,80,140,154,207,74,112,246
2674,65,118,224,194,186,18,215
2675,52,147,244,45,174,168,233
2676,59,208,80,254,253,208,134
2677,127,124,40,6,249,16,243
2678,117,1,252,27,68,231,165
2679,32,54,170,49,217,208,205
2680,54,243,86,27,57,37,12
2681,154,100,148,227,100,195,87
2682,216,78,238,118,41,57,42
2683,64,51,28,208,230,209,2
2684,78,129,58,139,235,153,226
2685,181,167,147,1,155,102,202
2686,163,243,59,90,26,55,118
2687,150,34,118,124,206,237,36
2688,148,12,218,85,202,1,234
2689,25,241,73,80,206,56,55
2690,21,21,87,221,35,78,117
2691,160,76,121,103,215,165,39
2692,11,38,169,67,100,151,237
2693,190,31,176,99,87,16,47
2694,126,152,131,184,5,213,121
2695,44,143,164,171,154,27,26
2696,211,118,110,96,224,155,219
2697,120,116,219,157,22,194,87
2698,97,200,25,72,16,14,98
2699,221,108,4,53,245,207,96
2700,190,190,56,59,82,220,53
2701,88,143,37,94,117,160,133
2702,57,190,112,138,146,171,188
2703,145,205,96,188,155,226,77
2704,198,171,40,60,61,53,164
2705,245,27,204,174,216,205,187
2706,251,93,4,188,182,143,147
2707,205,196,181,65,224,150,215
2708,5,184,109,140,113,226,98
2709,195,84,111,250,2,247,37
2710,19,111,171,201,30,16,210
2711,194,197,76,206,216,212,245
2712,109,189,211,43,174,56,28
2713,235,69,175,187,1,212,131
2714,232,85,52,212,16,20,252
2715,154,120,168,27,124,139,178
2716,68,17,214,86,231,126,178
2717,83,94,67,80,234,67,34
2718,135,135,64,165,5,116,25
2719,21,167,127,91,128,245,246
2720,25,144,125,104,110,157,146
2721,206,51,77,100,124,51,84
2722,34,148,62,151,154,137,137
2723,169,39,29,119,222,190,101
2724,208,109,147,69,122,41,16
2725,106,65,140,28,101,144,204
2726,240,111,196,29,80,34,28
2727,45,178,126,204,214,238,76
2728,120,91,163,62,183,232,71
2729,90,57,25,223,179,229,143
2730,88,211,120,153,195,48,72
2731,199,231,85,175,225,38,89
2732,46,84,114,197,207,158,197
2733,64,103,189,186,231,236,49
2734,248,211,155,137,223,181,115
2735,114,77,156,97,119,91,11
2736,38,80,207,115,245,120,4
2737,128,19,205,113,190,198,177
2738,214,165,108,31,51,42,180
2739,246,114,21,108,218,243,32
2740,55,158,122,239,255,44,29
2741,247,192,78,141,250,55,250
2742,56,221,77,7,238,156,137
2743,23,122,227,16,128,47,78
2744,57,63,151,206,245,28,155
2745,220,24,2,209,73,124,121
2746,202,213,117,117,109,136,222
2747,62,174,77,28,202,201,203
2748,19,229,187,12,180,146,30
2749,203,250,162,87,217,80,81
2750,23,113,214,83,137,51,65
2751,62,119,23,59,42,35,157
2752,154,122,229,0,208,87,56
2753,73,74,66,72,159,163,127
2754,64,123,174,14,85,21,190
2755,166,106,207,46,244,122,73
2756,139,54,56,167,67,169,156
2757,47,111,51,162,112,118,200
2758,149,105,91,192,209,142,125
2759,10,245,194,102,59,140,251
2760,123,137,235,58,150,209,33
2761,170,29,83,219,29,11,136
2762,131,54,21,158,128,51,13
2763,152,101,120,249,168,161,211
2764,2,37,5,61,195,241,242
2765,250,75,209,28,102,104,139
2766,128,245,11,115,14,48,229
2767,56,70,156,119,8,38,146
2768,223,235,118,216,70,238,247
2769,4,249,168,155,188,103,231
2770,232,94,120,191,216,77,189
2771,127,174,110,216,31,188,110
2772,52,201,36,59,235,59,59
2773,41,232,241,128,142,4,7
2774,221,39,117,176,223,134,244
2775,250,156,53,169,148,201,150
2776,16,169,75,76,81,160,194
2777,208,186,142,125,251,112,95
2778,126,237,190,114,29,206,96
2779,195,208,171,19,114,253,125
2780,80,68,249,165,246,27,211
2781,123,90,87,21,202,250,202
2782,72,54,204,103,48,29,33
2783,194,57,54,72,211,222,85
2784,129,108,91,198,167,49,58
2785,46,131,229,251,204,225,170
2786,122,60,109,192,122,142,39
2787,108,145,207,108,121,233,167
2788,70,87,137,201,213,84,179
2789,203,116,30,39,164,231,106
2790,112,184,11,154,220,12,213
2791,17,52,199,236,5,100,103
2792,169,109,64,125,163,227,30
2793,115,68,63,166,210,151,223
2794,60,167,208,178,21,4,228
2795,145,96,109,180,66,206,68
2796,168,219,30,6,55,128,109
2797,107,68,99,108,106,231,62
2798,106,70,182,61,116,180,11
2799,151,116,42,81,209,155,233
2800,157,146,235,196,202,128,155
2801,253,227,74,243,75,60,180
2802,198,2,18,32,7,177,73
2803,210,93,49,104,130,93,140
2804,22,245,80,87,82,93,76
2805,184,153,64,16,115,240,78
2806,221,176,37,143,201,43,199
2807,169,22,200,118,2,17,45
2808,206,164,142,21,103,35,107
2809,130,152,18,166,12,250,24
2810,12,138,83,146,88,212,234
2811,156,7,35,50,32,248,212
2812,97,71,106,228,208,162,102
2813,116,177,12,204,121,157,88
2814,254,247,240,37,123,153,124
2815,223,60,171,166,150,219,86
2816,229,252,195,135,99,32,53
2817,175,12,70,31,29,64,202
2818,65,228,129,11,140,103,35
2819,206,29,64,161,75,247,89
2820,11,8,115,31,94,220,51
2821,31,148,39,226,92,58,183
2822,16,10,230,184,249,47,24
2823,192,48,166,130,145,86,204
2824,10,64,23,26,43,21,167
2825,243,149,125,152,86,186,144
2826,167,24,201,27,237,108,18
2827,37,77,78,5,199,52,247
2828,55,106,134,58,176,33,196
2829,66,126,91,25,11,2,140
2830,18,4,11,91,163,35,63
2831,237,163,70,188,156,201,198
2832,115,34,115,28,38,31,168
2833,230,121,103,185,130,124,102
2834,93,190,201,221,15,131,183
2835,186,113,105,229,250,238,93
2836,74,163,131,214,19,104,191
2837,126,241,101,139,53,84,141
2838,74,167,147,156,0,221,225
2839,168,62,45,197,81,136,80
2840,34,76,52,189,22,103,66
2841,135,176,229,139,161,197,154
2842,223,71,71,4,139,50,59
2843,164,101,137,159,138,189,120
2844,43,142,84,203,148,161,191
2845,61,122,14,110,187,166,68
2846,199,112,121,27,249,88,148
2847,249,193,117,1,213,73,214
2848,28,184,38,103,222,49,101
2849,62,35,150,121,132,87,34
2850,243,200,20,151,144,0,217
2851,71,103,37,43,83,188,236
2852,144,218,194,112,122,3,49
2853,244,51,62,34,218,194,120
2854,43,222,103,23,130,80,29
2855,170,183,92,110,200,229,223
2856,114,37,159,222,27,27,78
2857,17,50,76,75,29,247,103
2858,181,128,241,110,32,85,79
2859,33,78,34,189,129,99,32
2860,30,68,140,85,26,244,184
2861,230,213,217,158,62,230,173
2862,38,217,103,126,61,182,123
2863,244,41,119,95,89,164,240
2864,148,10,87,11,156,204,53
2865,16,175,187,250,46,189,106
2866,71,156,165,111,84,215,73
2867,109,198,50,189,134,197,150
2868,238,34,40,149,58,155,147
2869,17,6,179,78,205,47,194
2870,139,196,201,44,67,171,60
2871,105,57,103,114,68,131,134
2872,249,45,44,248,230,4,237
2873,242,102,196,41,158,99,60
2874,26,41,195,99,114,234,96
2875,124,15,53,176,55,210,93
2876,182,70,64,99,151,67,129
2877,31,247,57,184,126,200,202
2878,40,47,148,166,228,61,202
2879,222,185,201,67,133,110,35
2880,42,150,233,13,192,3,90
2881,112,153,46,207,15,201,51
2882,42,99,35,228,226,95,183
2883,171,21,81,11,215,0,24
2884,11,180,70,252,158,197,204
2885,221,37,222,198,32,236,166
2886,33,27,108,140,155,56,145
2887,46,93,124,210,115,53,19
2888,106,172,126,162,252,186,245
2889,53,96,44,251,93,39,198
2890,150,36,159,74,245,139,135
2891,80,225,78,56,34,80,66
2892,159,129,161,40,237,155,189
2893,37,31,89,199,86,155,158
2894,78,151,139,33,58,76,127
2895,99,214,191,63,80,214,189
2896,133,24,193,87,117,63,74
2897,29,134,13,47,147,250,157
2898,52,81,13,254,140,66,198
2899,215,40,30,99,80,104,129
2900,147,224,216,50,226,81,245
2901,126,173,103,117,86,65,45
2902,90,36,69,87,188,91,119
2903,137,235,170,118,1,235,47
2904,244,227,208,235,9,154,177
2905,232,33,56,160,105,154,77
2906,110,172,191,126,43,13,176
2907,97,137,15,234,67,15,117
2908,251,207,79,99,59,200,229
2909,78,85,2,80,106,123,73
2910,113,151,144,236,127,42,77
2911,237,187,145,150,198,118,133
2912,24,187,17,197,143,116,84
2913,145,239,234,112,208,13,59
